slot,action,sample_ready,channel_success,weighted_aoi,aoi_0,aoi_1,aoi_2
652,1,1,0,25.0,4,6,3
653,1,1,1,19.0,5,1,4
654,2,1,1,13.0,6,2,1
655,0,1,1,13.0,1,3,2
656,2,1,1,13.0,2,4,1
657,1,1,1,11.0,3,1,2
658,2,1,1,11.0,4,2,1
659,1,1,1,13.0,5,1,2
660,2,1,1,13.0,6,2,1
661,0,1,1,13.0,1,3,2
662,2,0,0,19.0,2,4,3
663,2,0,0,25.0,3,5,4
664,2,1,1,19.0,4,6,1
665,1,1,1,13.0,5,1,2
666,2,1,1,13.0,6,2,1
667,0,1,1,13.0,1,3,2
668,2,1,1,13.0,2,4,1
669,1,1,1,11.0,3,1,2
670,2,1,1,11.0,4,2,1
671,1,0,0,17.0,5,3,2
672,2,1,1,17.0,6,4,1
673,1,1,1,15.0,7,1,2
674,0,1,1,14.0,1,2,3
675,2,1,0,20.0,2,3,4
676,2,0,0,26.0,3,4,5
677,2,1,1,17.0,4,5,1
678,1,1,1,13.0,5,1,2
679,2,1,1,13.0,6,2,1
680,0,1,1,13.0,1,3,2
681,2,1,0,19.0,2,4,3
682,2,0,0,25.0,3,5,4
683,2,1,1,19.0,4,6,1
684,1,1,1,13.0,5,1,2
685,2,1,0,19.0,6,2,3
686,2,1,1,16.0,7,3,1
687,0,1,1,15.0,1,4,2
688,1,1,1,13.0,2,1,3
689,2,1,1,10.0,3,2,1
690,1,1,1,12.0,4,1,2
691,2,1,0,18.0,5,2,3
692,2,0,0,24.0,6,3,4
693,2,0,0,30.0,7,4,5
694,2,1,0,36.0,8,5,6
695,2,0,0,42.0,9,6,7
696,2,1,1,27.0,10,7,1
697,1,1,1,19.0,11,1,2
698,0,1,1,14.0,1,2,3
699,2,0,0,20.0,2,3,4
700,2,1,1,14.0,3,4,1
701,1,1,1,12.0,4,1,2
702,2,1,1,12.0,5,2,1
703,0,1,0,18.0,6,3,2
704,2,1,1,18.0,7,4,1
705,1,1,1,16.0,8,1,2
706,0,1,1,14.0,1,2,3
707,2,1,0,20.0,2,3,4
708,2,1,1,14.0,3,4,1
709,1,1,1,12.0,4,1,2
710,2,1,0,18.0,5,2,3
711,2,1,1,15.0,6,3,1
712,1,1,1,15.0,7,1,2
713,0,1,0,21.0,8,2,3
714,2,1,0,27.0,9,3,4
715,2,1,0,33.0,10,4,5
716,2,1,0,39.0,11,5,6
717,2,1,0,45.0,12,6,7
718,2,1,1,30.0,13,7,1
719,1,1,1,22.0,14,1,2
720,0,1,1,14.0,1,2,3
721,2,1,1,11.0,2,3,1
722,1,1,1,11.0,3,1,2
723,2,0,0,17.0,4,2,3
724,2,0,0,23.0,5,3,4
725,2,0,0,29.0,6,4,5
726,2,0,0,35.0,7,5,6
727,2,0,0,41.0,8,6,7
728,2,0,0,47.0,9,7,8
729,2,0,0,53.0,10,8,9
730,2,1,1,32.0,11,9,1
731,1,0,0,38.0,12,10,2
732,1,1,0,44.0,13,11,3
733,1,0,0,50.0,14,12,4
734,1,1,1,32.0,15,1,5
735,2,1,0,38.0,16,2,6
736,2,1,0,44.0,17,3,7
737,2,1,0,50.0,18,4,8
738,2,1,0,56.0,19,5,9
739,2,1,0,62.0,20,6,10
740,2,0,0,68.0,21,7,11
741,2,1,1,41.0,22,8,1
742,0,0,0,47.0,23,9,2
743,0,1,1,30.0,1,10,3
744,1,0,0,36.0,2,11,4
745,1,1,0,42.0,3,12,5
746,1,1,1,24.0,4,1,6
747,2,1,1,12.0,5,2,1
748,0,1,1,13.0,1,3,2
749,2,1,1,13.0,2,4,1
750,1,1,1,11.0,3,1,2
751,2,1,1,11.0,4,2,1
752,1,1,1,13.0,5,1,2
753,2,1,1,13.0,6,2,1
754,0,1,1,13.0,1,3,2
755,2,1,1,13.0,2,4,1
756,1,1,1,11.0,3,1,2
757,2,0,0,17.0,4,2,3
758,2,1,1,14.0,5,3,1
759,1,1,1,14.0,6,1,2
760,2,1,1,14.0,7,2,1
761,0,1,1,13.0,1,3,2
762,2,1,0,19.0,2,4,3
763,2,1,1,16.0,3,5,1
