slot,action,sample_ready,channel_success,weighted_aoi,aoi_0,aoi_1,aoi_2
774,2,0,0,19.0,3,2,4
775,0,1,1,22.0,1,3,5
776,1,1,1,22.0,2,1,6
777,2,0,0,28.0,3,2,7
778,0,1,0,34.0,4,3,8
779,1,1,0,40.0,5,4,9
780,2,0,0,46.0,6,5,10
781,0,1,1,46.0,1,6,11
782,1,0,0,52.0,2,7,12
783,2,1,1,22.0,3,8,1
784,0,1,1,25.0,1,9,2
785,1,1,1,13.0,2,1,3
786,2,1,1,10.0,3,2,1
787,0,1,1,13.0,1,3,2
788,1,1,0,19.0,2,4,3
789,2,1,1,16.0,3,5,1
790,0,0,0,22.0,4,6,2
791,1,1,0,28.0,5,7,3
792,2,1,1,25.0,6,8,1
793,0,1,1,25.0,1,9,2
794,1,1,1,13.0,2,1,3
795,2,0,0,19.0,3,2,4
796,0,1,1,22.0,1,3,5
797,1,1,1,22.0,2,1,6
798,2,1,1,10.0,3,2,1
799,0,1,1,13.0,1,3,2
800,1,1,1,13.0,2,1,3
801,2,1,1,10.0,3,2,1
802,0,1,1,13.0,1,3,2
803,1,1,1,13.0,2,1,3
804,2,1,1,10.0,3,2,1
805,0,1,1,13.0,1,3,2
806,1,0,0,19.0,2,4,3
807,2,0,0,25.0,3,5,4
808,0,1,1,28.0,1,6,5
809,1,1,1,22.0,2,1,6
810,2,0,0,28.0,3,2,7
811,0,1,1,31.0,1,3,8
812,1,1,1,31.0,2,1,9
813,2,0,0,37.0,3,2,10
814,0,1,1,40.0,1,3,11
815,1,1,1,40.0,2,1,12
816,2,0,0,46.0,3,2,13
817,0,1,1,49.0,1,3,14
818,1,1,1,49.0,2,1,15
819,2,1,1,10.0,3,2,1
820,0,1,1,13.0,1,3,2
821,1,1,1,13.0,2,1,3
822,2,0,0,19.0,3,2,4
823,0,1,1,22.0,1,3,5
824,1,1,1,22.0,2,1,6
825,2,1,1,10.0,3,2,1
826,0,1,0,16.0,4,3,2
827,1,0,0,22.0,5,4,3
828,2,1,1,19.0,6,5,1
829,0,1,1,19.0,1,6,2
830,1,1,1,13.0,2,1,3
831,2,1,1,10.0,3,2,1
832,0,1,1,13.0,1,3,2
833,1,1,1,13.0,2,1,3
834,2,1,1,10.0,3,2,1
835,0,1,1,13.0,1,3,2
836,1,0,0,19.0,2,4,3
837,2,1,0,25.0,3,5,4
838,0,1,1,28.0,1,6,5
839,1,1,1,22.0,2,1,6
840,2,1,1,10.0,3,2,1
841,0,1,1,13.0,1,3,2
842,1,1,1,13.0,2,1,3
843,2,1,0,19.0,3,2,4
844,0,1,1,22.0,1,3,5
845,1,1,0,28.0,2,4,6
846,2,1,1,16.0,3,5,1
847,0,1,1,19.0,1,6,2
848,1,1,1,13.0,2,1,3
849,2,1,1,10.0,3,2,1
850,0,1,1,13.0,1,3,2
851,1,1,1,13.0,2,1,3
852,2,1,1,10.0,3,2,1
853,0,1,1,13.0,1,3,2
854,1,1,1,13.0,2,1,3
855,2,1,1,10.0,3,2,1
856,0,1,1,13.0,1,3,2
857,1,1,0,19.0,2,4,3
858,2,1,1,16.0,3,5,1
859,0,1,1,19.0,1,6,2
860,1,1,1,13.0,2,1,3
861,2,1,1,10.0,3,2,1
862,0,1,1,13.0,1,3,2
863,1,1,0,19.0,2,4,3
864,2,0,0,25.0,3,5,4
865,0,1,1,28.0,1,6,5
866,1,1,1,22.0,2,1,6
867,2,0,0,28.0,3,2,7
868,0,1,1,31.0,1,3,8
869,1,1,1,31.0,2,1,9
870,2,0,0,37.0,3,2,10
871,0,1,1,40.0,1,3,11
872,1,1,1,40.0,2,1,12
873,2,1,0,46.0,3,2,13
874,0,1,1,49.0,1,3,14
875,1,0,0,55.0,2,4,15
876,2,1,0,61.0,3,5,16
877,0,1,1,64.0,1,6,17
878,1,1,1,58.0,2,1,18
879,2,0,0,64.0,3,2,19
880,0,1,1,67.0,1,3,20
881,1,0,0,73.0,2,4,21
882,2,0,0,79.0,3,5,22
883,0,1,1,82.0,1,6,23
884,1,1,0,88.0,2,7,24
885,2,1,1,22.0,3,8,1
886,0,0,0,28.0,4,9,2
887,1,1,1,16.0,5,1,3
888,2,0,0,22.0,6,2,4
889,0,1,1,22.0,1,3,5
890,1,1,0,28.0,2,4,6
891,2,0,0,34.0,3,5,7
892,0,1,1,37.0,1,6,8
893,1,1,1,31.0,2,1,9
894,2,1,1,10.0,3,2,1
895,0,1,1,13.0,1,3,2
896,1,1,0,19.0,2,4,3
897,2,1,1,16.0,3,5,1
898,0,1,1,19.0,1,6,2
899,1,1,1,13.0,2,1,3
900,2,1,1,10.0,3,2,1
901,0,1,0,16.0,4,3,2
902,1,1,0,22.0,5,4,3
903,2,1,0,28.0,6,5,4
904,0,1,1,28.0,1,6,5
905,1,1,0,34.0,2,7,6
906,2,1,1,22.0,3,8,1
907,0,1,1,25.0,1,9,2
908,1,1,1,13.0,2,1,3
909,2,1,1,10.0,3,2,1
910,0,1,1,13.0,1,3,2
911,1,1,1,13.0,2,1,3
912,2,1,1,10.0,3,2,1
913,0,1,1,13.0,1,3,2
914,1,1,1,13.0,2,1,3
915,2,1,1,10.0,3,2,1
916,0,1,1,13.0,1,3,2
917,1,1,1,13.0,2,1,3
918,2,0,0,19.0,3,2,4
919,0,1,1,22.0,1,3,5
920,1,1,0,28.0,2,4,6
921,2,0,0,34.0,3,5,7
922,0,1,1,37.0,1,6,8
923,1,1,1,31.0,2,1,9
924,2,1,1,10.0,3,2,1
925,0,1,1,13.0,1,3,2
926,1,0,0,19.0,2,4,3
927,2,1,1,16.0,3,5,1
928,0,1,1,19.0,1,6,2
929,1,1,1,13.0,2,1,3
930,2,1,0,19.0,3,2,4
931,0,1,1,22.0,1,3,5
932,1,1,1,22.0,2,1,6
933,2,0,0,28.0,3,2,7
934,0,1,1,31.0,1,3,8
935,1,1,1,31.0,2,1,9
936,2,1,0,37.0,3,2,10
937,0,1,1,40.0,1,3,11
938,1,1,1,40.0,2,1,12
939,2,0,0,46.0,3,2,13
940,0,1,1,49.0,1,3,14
941,1,1,1,49.0,2,1,15
942,2,1,1,10.0,3,2,1
943,0,1,1,13.0,1,3,2
944,1,1,1,13.0,2,1,3
945,2,1,1,10.0,3,2,1
946,0,1,1,13.0,1,3,2
947,1,1,1,13.0,2,1,3
948,2,1,1,10.0,3,2,1
949,0,1,0,16.0,4,3,2
950,1,1,1,16.0,5,1,3
951,2,0,0,22.0,6,2,4
952,0,1,1,22.0,1,3,5
953,1,1,1,22.0,2,1,6
954,2,0,0,28.0,3,2,7
955,0,1,1,31.0,1,3,8
956,1,0,0,37.0,2,4,9
957,2,1,0,43.0,3,5,10
958,0,1,1,46.0,1,6,11
959,1,1,1,40.0,2,1,12
960,2,1,1,10.0,3,2,1
961,0,1,0,16.0,4,3,2
962,1,0,0,22.0,5,4,3
963,2,1,1,19.0,6,5,1
964,0,1,1,19.0,1,6,2
965,1,1,1,13.0,2,1,3
966,2,0,0,19.0,3,2,4
967,0,1,1,22.0,1,3,5
968,1,1,1,22.0,2,1,6
969,2,1,1,10.0,3,2,1
970,0,1,0,16.0,4,3,2
971,1,1,1,16.0,5,1,3
972,2,1,1,13.0,6,2,1
973,0,1,1,13.0,1,3,2
974,1,1,1,13.0,2,1,3
975,2,1,0,19.0,3,2,4
976,0,1,1,22.0,1,3,5
977,1,1,1,22.0,2,1,6
978,2,1,0,28.0,3,2,7
979,0,0,0,34.0,4,3,8
980,1,1,0,40.0,5,4,9
981,2,1,1,19.0,6,5,1
982,0,1,1,19.0,1,6,2
983,1,1,0,25.0,2,7,3
984,2,0,0,31.0,3,8,4
985,0,1,1,34.0,1,9,5
986,1,1,1,22.0,2,1,6
987,2,1,1,10.0,3,2,1
988,0,1,1,13.0,1,3,2
989,1,0,0,19.0,2,4,3
990,2,1,1,16.0,3,5,1
991,0,1,1,19.0,1,6,2
992,1,0,0,25.0,2,7,3
993,2,1,1,22.0,3,8,1
994,0,1,1,25.0,1,9,2
995,1,1,1,13.0,2,1,3
996,2,1,1,10.0,3,2,1
997,0,1,1,13.0,1,3,2
998,1,1,1,13.0,2,1,3
999,2,1,0,19.0,3,2,4
1000,0,1,1,22.0,1,3,5
